	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Taxid_domain	SpeciesName	Cultured	Isolated	Collection
GCF_005048825.1	PRJNA224116	SAMN11476176	SUMA00000000.1	na	573	573.0	Klebsiella pneumoniae	strain=1808200001 feces		latest	Contig	Major	Full	2019/05/02	ASM504882v1	MIT	GCA_005048825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/048/825/GCF_005048825.1_ASM504882v1			2.0		True	True	
GCF_005304985.1	PRJNA224116	SAMN11584134		na	2576606	2576606.0	Duncaniella sp. B8	strain=B8		latest	Complete Genome	Major	Full	2019/05/14	ASM530498v1	Temasek Life Sciences Laboratory Limited	GCA_005304985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/304/985/GCF_005304985.1_ASM530498v1			2.0		True	True	
GCF_007431745.1	PRJNA224116	SAMN11336895		na	197	197.0	Campylobacter jejuni	strain=SCJK2		latest	Complete Genome	Major	Full	2019/07/25	ASM743174v1	Seoul National University College of veterinary medicine	GCA_007431745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/431/745/GCF_007431745.1_ASM743174v1			2.0		True	True	
GCF_007876425.1	PRJNA224116	SAMN09244623	QGQW00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=LBJ456		latest	Contig	Major	Full	2019/08/07	ASM787642v1	University of California, Los Angeles	GCA_007876425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/876/425/GCF_007876425.1_ASM787642v1			2.0		True	True	
GCF_008123985.1	PRJNA224116	SAMN12603275		na	158836	158836.0	Enterobacter hormaechei	strain=PG20180056		latest	Complete Genome	Major	Full	2019/08/29	ASM812398v1	National Microbiology Laboratory at Guelph	GCA_008123985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/123/985/GCF_008123985.1_ASM812398v1			2.0		True	True	
GCF_008124025.1	PRJNA224116	SAMN12603274		na	158836	158836.0	Enterobacter hormaechei	strain=PG20180049		latest	Complete Genome	Major	Full	2019/08/29	ASM812402v1	National Microbiology Laboratory at Guelph	GCA_008124025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/025/GCF_008124025.1_ASM812402v1			2.0		True	True	
GCF_008124045.1	PRJNA224116	SAMN12603273		na	470	470.0	Acinetobacter baumannii	strain=PG20180064		latest	Complete Genome	Major	Full	2019/08/29	ASM812404v1	National Microbiology Laboratory at Guelph	GCA_008124045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/045/GCF_008124045.1_ASM812404v1			2.0		True	True	
GCF_008124085.1	PRJNA224116	SAMN12603272		na	1502658	562.0	Escherichia coli O2:H6	strain=PG20180057		latest	Complete Genome	Major	Full	2019/08/29	ASM812408v1	National Microbiology Laboratory at Guelph	GCA_008124085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/085/GCF_008124085.1_ASM812408v1			2.0		True	True	
GCF_008124105.1	PRJNA224116	SAMN12603270		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180171		latest	Complete Genome	Major	Full	2019/08/29	ASM812410v1	National Microbiology Laboratory at Guelph	GCA_008124105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/105/GCF_008124105.1_ASM812410v1			2.0		True	True	
GCF_008124125.1	PRJNA224116	SAMN12603271		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180172		latest	Complete Genome	Major	Full	2019/08/29	ASM812412v1	National Microbiology Laboratory at Guelph	GCA_008124125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/125/GCF_008124125.1_ASM812412v1			2.0		True	True	
GCF_008124145.1	PRJNA224116	SAMN12603269		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180170		latest	Complete Genome	Major	Full	2019/08/29	ASM812414v1	National Microbiology Laboratory at Guelph	GCA_008124145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/145/GCF_008124145.1_ASM812414v1			2.0		True	True	
GCF_008124165.1	PRJNA224116	SAMN12603268		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180175		latest	Complete Genome	Major	Full	2019/08/29	ASM812416v1	National Microbiology Laboratory at Guelph	GCA_008124165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/165/GCF_008124165.1_ASM812416v1			2.0		True	True	
GCF_008124185.1	PRJNA224116	SAMN12603267		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180173		latest	Complete Genome	Major	Full	2019/08/29	ASM812418v1	National Microbiology Laboratory at Guelph	GCA_008124185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/185/GCF_008124185.1_ASM812418v1			2.0		True	True	
GCF_008124205.1	PRJNA224116	SAMN12603266		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180063		latest	Complete Genome	Major	Full	2019/08/29	ASM812420v1	National Microbiology Laboratory at Guelph	GCA_008124205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/205/GCF_008124205.1_ASM812420v1			2.0		True	True	
GCF_008124225.1	PRJNA224116	SAMN12603265		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180062		latest	Complete Genome	Major	Full	2019/08/29	ASM812422v1	National Microbiology Laboratory at Guelph	GCA_008124225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/225/GCF_008124225.1_ASM812422v1			2.0		True	True	
GCF_008124245.1	PRJNA224116	SAMN12603264		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180061		latest	Complete Genome	Major	Full	2019/08/29	ASM812424v1	National Microbiology Laboratory at Guelph	GCA_008124245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/245/GCF_008124245.1_ASM812424v1			2.0		True	True	
GCF_008124265.1	PRJNA224116	SAMN12603262		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180059		latest	Complete Genome	Major	Full	2019/08/29	ASM812426v1	National Microbiology Laboratory at Guelph	GCA_008124265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/265/GCF_008124265.1_ASM812426v1			2.0		True	True	
GCF_008124285.1	PRJNA224116	SAMN12603263		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180060		latest	Complete Genome	Major	Full	2019/08/29	ASM812428v1	National Microbiology Laboratory at Guelph	GCA_008124285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/285/GCF_008124285.1_ASM812428v1			2.0		True	True	
GCF_008124305.1	PRJNA224116	SAMN12603260		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180054		latest	Complete Genome	Major	Full	2019/08/29	ASM812430v1	National Microbiology Laboratory at Guelph	GCA_008124305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/305/GCF_008124305.1_ASM812430v1			2.0		True	True	
GCF_008124325.1	PRJNA224116	SAMN12603261		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180058		latest	Complete Genome	Major	Full	2019/08/29	ASM812432v1	National Microbiology Laboratory at Guelph	GCA_008124325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/325/GCF_008124325.1_ASM812432v1			2.0		True	True	
GCF_008124345.1	PRJNA224116	SAMN12603259		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180053		latest	Complete Genome	Major	Full	2019/08/29	ASM812434v1	National Microbiology Laboratory at Guelph	GCA_008124345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/345/GCF_008124345.1_ASM812434v1			2.0		True	True	
GCF_008124365.1	PRJNA224116	SAMN12603258		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180052		latest	Complete Genome	Major	Full	2019/08/29	ASM812436v1	National Microbiology Laboratory at Guelph	GCA_008124365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/365/GCF_008124365.1_ASM812436v1			2.0		True	True	
GCF_008124385.1	PRJNA224116	SAMN12603257		na	2605619	562.0	Escherichia coli O16:H48	strain=PG20180050		latest	Complete Genome	Major	Full	2019/08/29	ASM812438v1	National Microbiology Laboratory at Guelph	GCA_008124385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/385/GCF_008124385.1_ASM812438v1			2.0		True	True	
GCF_008329425.1	PRJNA224116	SAMN12001428	VEWP00000000.1	na	818	818.0	Bacteroides thetaiotaomicron	strain=DC21		latest	Contig	Major	Full	2019/09/06	ASM832942v1	Brown University	GCA_008329425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/329/425/GCF_008329425.1_ASM832942v1			2.0		True	True	
GCF_008728395.1	PRJNA224116	SAMN12645879		na	821	821.0	Bacteroides vulgatus	strain=VIC01		latest	Complete Genome	Major	Full	2019/09/30	ASM872839v1	Yonsei University College of Medicine	GCA_008728395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/395/GCF_008728395.1_ASM872839v1			2.0		True	True	
GCF_008728965.1	PRJNA224116	SAMN12598744	VSMC00000000.1	na	2601703	2601703.0	Muribaculaceae bacterium AM35	strain=AM35		latest	Scaffold	Major	Full	2019/09/30	ASM872896v1	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	GCA_008728965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/965/GCF_008728965.1_ASM872896v1			2.0		True	True	
GCF_008831045.1	PRJNA224116	SAMN12860421	WAJS00000000.1	representative genome	1796610	1796610.0	Adlercreutzia muris	strain=DSM 29508		latest	Contig	Major	Full	2019/10/06	ASM883104v1	Max Rubner-Institut	GCA_008831045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/045/GCF_008831045.1_ASM883104v1		assembly from type material	2.0		True	True	
GCF_009649105.1	PRJNA224116	SAMN13186396	WJMU00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=100-93		latest	Contig	Major	Full	2019/11/11	ASM964910v1	University of Wisconsin - Madison	GCA_009649105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/105/GCF_009649105.1_ASM964910v1			2.0		True	True	
GCF_009649445.1	PRJNA224116	SAMN13186400	WJMY00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=L1600-1		latest	Contig	Major	Full	2019/11/11	ASM964944v1	University of Wisconsin - Madison	GCA_009649445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/445/GCF_009649445.1_ASM964944v1			2.0		True	True	
GCF_009649495.1	PRJNA224116	SAMN13186403	WJNB00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=Lr4000		latest	Contig	Major	Full	2019/11/11	ASM964949v1	University of Wisconsin - Madison	GCA_009649495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/495/GCF_009649495.1_ASM964949v1			2.0		True	True	
GCF_009649535.1	PRJNA224116	SAMN13186407	WJNF00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=One-one		latest	Contig	Major	Full	2019/11/11	ASM964953v1	University of Wisconsin - Madison	GCA_009649535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/535/GCF_009649535.1_ASM964953v1			2.0		True	True	
GCF_009649545.1	PRJNA224116	SAMN13186401	WJMZ00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=L1604-1		latest	Contig	Major	Full	2019/11/11	ASM964954v1	University of Wisconsin - Madison	GCA_009649545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/545/GCF_009649545.1_ASM964954v1			2.0		True	True	
GCF_009649565.1	PRJNA224116	SAMN13186402	WJNA00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=Lr4020		latest	Contig	Major	Full	2019/11/11	ASM964956v1	University of Wisconsin - Madison	GCA_009649565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/565/GCF_009649565.1_ASM964956v1			2.0		True	True	
GCF_009649645.1	PRJNA224116	SAMN13186397	WJMV00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=6799jm-1		latest	Contig	Major	Full	2019/11/11	ASM964964v1	University of Wisconsin - Madison	GCA_009649645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/645/GCF_009649645.1_ASM964964v1			2.0		True	True	
GCF_009663655.1	PRJNA224116	SAMN10240016	RDBU00000000.1	representative genome	1115758	1115758.0	Romboutsia ilealis	strain=D2-15		latest	Contig	Major	Full	2019/11/14	ASM966365v1	Chinese Academy of Science	GCA_009663655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/655/GCF_009663655.1_ASM966365v1			2.0		True	True	mGMB
GCF_009663665.1	PRJNA224116	SAMN10240014	RDBT00000000.1	na	39482	39482.0	Faecalicatena contorta	strain=D5-21		latest	Contig	Major	Full	2019/11/14	ASM966366v1	Chinese Academy of Science	GCA_009663665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/665/GCF_009663665.1_ASM966366v1			2.0		True	True	mGMB
GCF_009663675.1	PRJNA224116	SAMN10240018	RDBV00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=321-5		latest	Contig	Major	Full	2019/11/14	ASM966367v1	Chinese Academy of Science	GCA_009663675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/675/GCF_009663675.1_ASM966367v1			2.0		True	True	mGMB
GCF_009663755.1	PRJNA224116	SAMN10240013	RDBS00000000.1	na	328813	328813.0	Alistipes onderdonkii	strain=D10-10		latest	Contig	Major	Full	2019/11/14	ASM966375v1	Chinese Academy of Science	GCA_009663755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/755/GCF_009663755.1_ASM966375v1			2.0		True	True	mGMB
GCF_009663775.1	PRJNA224116	SAMN10240012	RDBR00000000.1	na	2478961	2478961.0	Lactobacillus sp. 0.1XD8-4	strain=0.1XD8-4		latest	Contig	Major	Full	2019/11/14	ASM966377v1	Chinese Academy of Science	GCA_009663775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/775/GCF_009663775.1_ASM966377v1			2.0		True	True	mGMB
GCF_009663785.1	PRJNA224116	SAMN10240011	RDBQ00000000.1	na	239935	239935.0	Akkermansia muciniphila	strain=D10-15		latest	Contig	Major	Full	2019/11/14	ASM966378v1	Chinese Academy of Science	GCA_009663785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/785/GCF_009663785.1_ASM966378v1			2.0		True	True	mGMB
GCF_009733615.1	PRJNA224116	SAMN13161586	WLWA00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=G01_USFQ		latest	Contig	Major	Full	2019/12/06	ASM973361v1	Universidad San Francisco de Quito	GCA_009733615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/733/615/GCF_009733615.1_ASM973361v1			2.0		True	True	
GCF_009733645.1	PRJNA224116	SAMN13161645	WLWC00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=G03_USFQ		latest	Contig	Major	Full	2019/12/06	ASM973364v1	Universidad San Francisco de Quito	GCA_009733645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/733/645/GCF_009733645.1_ASM973364v1			2.0		True	True	
GCF_009733655.1	PRJNA224116	SAMN13161644	WLWB00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=G02_USFQ		latest	Contig	Major	Full	2019/12/06	ASM973365v1	Universidad San Francisco de Quito	GCA_009733655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/733/655/GCF_009733655.1_ASM973365v1			2.0		True	True	
GCF_009757395.1	PRJNA224116	SAMN13326104	WMDR00000000.1	na	1134687	1134687.0	Klebsiella michiganensis	strain=ARO112		latest	Contig	Major	Full	2019/12/16	ASM975739v1	Instituto Gulbenkian Ciencia	GCA_009757395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/757/395/GCF_009757395.1_ASM975739v1			2.0		True	True	
GCF_009767885.1	PRJNA224116	SAMN13322330	WSRQ00000000.1	na	225345	225345.0	Clostridium chromiireducens	strain=NM79_F5		latest	Contig	Major	Full	2019/12/18	ASM976788v1	University of Toronto	GCA_009767885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/767/885/GCF_009767885.1_ASM976788v1			2.0		True	True	
GCF_009767905.1	PRJNA224116	SAMN13322329	WSRR00000000.1	na	580026	580026.0	Enterorhabdus mucosicola	strain=NM66_B29		latest	Contig	Major	Full	2019/12/18	ASM976790v1	University of Toronto	GCA_009767905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/767/905/GCF_009767905.1_ASM976790v1			2.0		True	True	
GCF_009767915.1	PRJNA224116	SAMN11366400	WSRP00000000.1	na	2565572	2565572.0	Parasutterella sp. NM82_D38	strain=NM82_D38		latest	Contig	Major	Full	2019/12/18	ASM976791v1	University of Toronto	GCA_009767915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/767/915/GCF_009767915.1_ASM976791v1			2.0		True	True	
GCF_009767945.1	PRJNA224116	SAMN11366396	WSRS00000000.1	representative genome	747656	747656.0	Streptococcus danieliae	strain=NM51_B2-22		latest	Contig	Major	Full	2019/12/18	ASM976794v1	University of Toronto	GCA_009767945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/767/945/GCF_009767945.1_ASM976794v1			2.0		True	True	
GCF_009811935.1	PRJNA224116	SAMN12505038	VOTY00000000.1	na	2601729	2601729.0	Enterobacter sp. SM3	strain=SM3		latest	Contig	Major	Full	2019/12/31	ASM981193v1	Albert Einstein College of Medicine	GCA_009811935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/811/935/GCF_009811935.1_ASM981193v1			2.0		True	True	
GCF_009811955.1	PRJNA224116	SAMN12505037	VOTX00000000.1	na	1301626	1301626.0	Enterobacter sp. SM1	strain=SM1		latest	Contig	Major	Full	2019/12/31	ASM981195v1	Albert Einstein College of Medicine	GCA_009811955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/811/955/GCF_009811955.1_ASM981195v1			2.0		True	True	
GCF_009856815.1	PRJNA224116	SAMN10878286	WVUM00000000.1	na	1796646	1796646.0	Muribaculum intestinale	strain=NM03_1-53		latest	Contig	Major	Full	2020/01/11	ASM985681v1	University of Toronto	GCA_009856815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/856/815/GCF_009856815.1_ASM985681v1			2.0		True	True	
GCF_009901905.1	PRJNA224116	SAMN13850675	AFOA00000000.1	na	102617	210.0	Helicobacter pylori SS1	strain=SS1		latest	Contig	Major	Full	2020/01/17	ASM990190v1	Monash Institute of Medical Research	GCA_009901905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/901/905/GCF_009901905.1_ASM990190v1			2.0		True	True	
GCF_009910555.1	PRJNA224116	SAMN09901020	QXXM00000000.1	na	1351	1351.0	Enterococcus faecalis	strain=EF		latest	Contig	Major	Full	2020/01/21	ASM991055v1	Chinese Academy of Science	GCA_009910555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/910/555/GCF_009910555.1_ASM991055v1			2.0		True	True	
GCF_009910895.1	PRJNA224116	SAMN09867717	QXWK00000000.1	na	169435	169435.0	Anaerotruncus colihominis	strain=28		latest	Contig	Major	Full	2020/01/21	ASM991089v1	Chinese Academy of Science	GCA_009910895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/910/895/GCF_009910895.1_ASM991089v1			2.0		True	True	
GCF_009910975.1	PRJNA224116	SAMN09901067	QXWN00000000.1	na	758	758.0	Rodentibacter pneumotropicus	strain=1XD21-88		latest	Contig	Major	Full	2020/01/21	ASM991097v1	Chinese Academy of Science	GCA_009910975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/910/975/GCF_009910975.1_ASM991097v1			2.0		True	True	
GCF_009910985.1	PRJNA224116	SAMN09901068	QXWM00000000.1	na	821	821.0	Bacteroides vulgatus	strain=0.1XD21-86		latest	Contig	Major	Full	2020/01/21	ASM991098v1	Chinese Academy of Science	GCA_009910985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/910/985/GCF_009910985.1_ASM991098v1			2.0		True	True	
GCF_009911015.1	PRJNA224116	SAMN09901069	QXWL00000000.1	na	671267	671267.0	Bacteroides sartorii	strain=0.1XD21-62		latest	Contig	Major	Full	2020/01/21	ASM991101v1	Chinese Academy of Science	GCA_009911015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/015/GCF_009911015.1_ASM991101v1			2.0		True	True	
GCF_009911035.1	PRJNA224116	SAMN09901066	QXWO00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=1XD21-87		latest	Contig	Major	Full	2020/01/21	ASM991103v1	Chinese Academy of Science	GCA_009911035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/035/GCF_009911035.1_ASM991103v1			2.0		True	True	
GCF_009911045.1	PRJNA224116	SAMN09901065	QXWP00000000.1	na	1292	1292.0	Staphylococcus warneri	strain=1XD21-27		latest	Contig	Major	Full	2020/01/21	ASM991104v1	Chinese Academy of Science	GCA_009911045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/045/GCF_009911045.1_ASM991104v1			2.0		True	True	
GCF_009911065.1	PRJNA224116	SAMN09901061	QXWR00000000.1	na	1898204	1898204.0	Clostridiaceae bacterium	strain=1XD21-29		latest	Contig	Major	Full	2020/01/21	ASM991106v1	Chinese Academy of Science	GCA_009911065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/065/GCF_009911065.1_ASM991106v1			2.0		True	True	
GCF_009911105.1	PRJNA224116	SAMN09901060	QXWS00000000.1	na	1898204	1898204.0	Clostridiaceae bacterium	strain=1XD21-30		latest	Contig	Major	Full	2020/01/21	ASM991110v1	Chinese Academy of Science	GCA_009911105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/105/GCF_009911105.1_ASM991110v1			2.0		True	True	
GCF_009911155.1	PRJNA224116	SAMN09901058	QXWU00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=1XD21-15		latest	Contig	Major	Full	2020/01/21	ASM991115v1	Chinese Academy of Science	GCA_009911155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/155/GCF_009911155.1_ASM991115v1			2.0		True	True	
GCF_009911175.1	PRJNA224116	SAMN09901048	QXWX00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=1XD21-71		latest	Contig	Major	Full	2020/01/21	ASM991117v1	Chinese Academy of Science	GCA_009911175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/175/GCF_009911175.1_ASM991117v1			2.0		True	True	
GCF_009911185.1	PRJNA224116	SAMN09901049	QXWW00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=X68		latest	Contig	Major	Full	2020/01/21	ASM991118v1	Chinese Academy of Science	GCA_009911185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/185/GCF_009911185.1_ASM991118v1			2.0		True	True	
GCF_009911195.1	PRJNA224116	SAMN09901057	QXWV00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=526-35		latest	Contig	Major	Full	2020/01/21	ASM991119v1	Chinese Academy of Science	GCA_009911195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/195/GCF_009911195.1_ASM991119v1			2.0		True	True	
GCF_009911235.1	PRJNA224116	SAMN09901045	QXWZ00000000.1	na	169435	169435.0	Anaerotruncus colihominis	strain=X69		latest	Contig	Major	Full	2020/01/21	ASM991123v1	Chinese Academy of Science	GCA_009911235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/235/GCF_009911235.1_ASM991123v1			2.0		True	True	
GCF_009911255.1	PRJNA224116	SAMN09901041	QXXB00000000.1	na	1898204	1898204.0	Clostridiaceae bacterium	strain=1XD21-84		latest	Contig	Major	Full	2020/01/21	ASM991125v1	Chinese Academy of Science	GCA_009911255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/255/GCF_009911255.1_ASM991125v1			2.0		True	True	
GCF_009911265.1	PRJNA224116	SAMN09901042	QXXA00000000.1	na	1720316	1720316.0	Senegalia massiliensis	strain=583		latest	Contig	Major	Full	2020/01/21	ASM991126v1	Chinese Academy of Science	GCA_009911265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/265/GCF_009911265.1_ASM991126v1			2.0		True	True	
GCF_009911275.1	PRJNA224116	SAMN09901047	QXWY00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=X54		latest	Contig	Major	Full	2020/01/21	ASM991127v1	Chinese Academy of Science	GCA_009911275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/275/GCF_009911275.1_ASM991127v1			2.0		True	True	
GCF_009911305.1	PRJNA224116	SAMN09901040	QXXC00000000.1	na	1898204	1898204.0	Clostridiaceae bacterium	strain=1XD21-72		latest	Contig	Major	Full	2020/01/21	ASM991130v1	Chinese Academy of Science	GCA_009911305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/305/GCF_009911305.1_ASM991130v1			2.0		True	True	
GCF_009911335.1	PRJNA224116	SAMN09901039	QXXD00000000.1	na	1898204	1898204.0	Clostridiaceae bacterium	strain=524-25		latest	Contig	Major	Full	2020/01/21	ASM991133v1	Chinese Academy of Science	GCA_009911335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/335/GCF_009911335.1_ASM991133v1			2.0		True	True	
GCF_009911355.1	PRJNA224116	SAMN09901038	QXXE00000000.1	na	1898204	1898204.0	Clostridiaceae bacterium	strain=9		latest	Contig	Major	Full	2020/01/21	ASM991135v1	Chinese Academy of Science	GCA_009911355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/355/GCF_009911355.1_ASM991135v1			2.0		True	True	
GCF_009911365.1	PRJNA224116	SAMN09901036	QXXF00000000.1	na	1898207	1898207.0	Clostridiales bacterium	strain=16		latest	Contig	Major	Full	2020/01/21	ASM991136v1	Chinese Academy of Science	GCA_009911365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/365/GCF_009911365.1_ASM991136v1			2.0		True	True	
GCF_009911385.1	PRJNA224116	SAMN09901031	QXXH00000000.1	na	1972561	1972561.0	Eggerthellaceae bacterium	strain=Z73		latest	Contig	Major	Full	2020/01/21	ASM991138v1	Chinese Academy of Science	GCA_009911385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/385/GCF_009911385.1_ASM991138v1			2.0		True	True	
